country,year,gov_exp,date,trade,growth,inf,inv_share,exp,_merge,code,income_cat
China,1994,12.46910427,1994-01-01,35.7699934485221,13.0368066326745,24.2569897243361,31.812559389413,,both,CHN,L
Colombia,1994,12.80000019,1994-01-01,35.917537450138,5.81466190724336,22.8462417553045,,,both,COL,LM
Comoros,1994,21.80295475,1994-01-01,35.7572793619743,-5.27678299744868,,,,both,COM,L
"Congo, Dem. Rep.",1994,,1994-01-01,42.5167147450728,-3.89999680312387,23773.1317741016,6.96466033600562,4.3297264311714,both,COD,L
"Congo, Rep.",1994,30.70792083,1994-01-01,132.736248422167,-5.49307574541402,42.4396750333452,50.1649089946659,,both,COG,L
Costa Rica,1994,16.68630028,1994-01-01,77.9973079960212,4.51902837637206,13.5344687273427,,23.0019016734632,both,CRI,LM
Croatia,1994,45.36888007,1994-01-01,,5.87047473795081,107.327586206896,,36.5767988722956,both,HRV,LM
Cyprus,1994,,1994-01-01,95.7761516051877,5.89999870094493,4.6985893105498,,50.9739548168824,both,CYP,H
Czechia,1994,,1994-01-01,74.8030180799195,2.90930948518321,10.039429835143,,30.2692942754992,both,CZE,UM
Cote d'Ivoire,1994,,1994-01-01,69.8366580166987,0.811206679935481,26.0815719947161,,,both,,
Denmark,1994,60.19110107,1994-01-01,67.8432179369762,5.2946961411795,1.99201463809526,,40.7452852523012,both,DNK,H
Djibouti,1994,30.91932482,1994-01-01,,,,,,both,DJI,LM
Dominica,1994,27.18855123,1994-01-01,,0.0344814846742167,0.0151367351744227,,,both,DMA,LM
Dominican Republic,1994,12.13679981,1994-01-01,77.157908271893,2.60035426827731,8.26076798575834,,7.97680808117991,both,DOM,LM
Ecuador,1994,,1994-01-01,43.7777474951998,4.25825042741626,27.3108817940495,8.80505402422198,,both,ECU,LM
El Salvador,1994,18.90894838,1994-01-01,55.1486486416098,4.6920617266787,10.5858066526451,14.9175584916707,,both,SLV,LM
Equatorial Guinea,1994,509.8442696,1994-01-01,,16.6688355418416,31.8410168416385,,,both,GNQ,L
Estonia,1994,,1994-01-01,148.143069423797,-1.64242462249848,47.6546906187628,,,both,EST,LM
Eswatini,1994,22.72317548,1994-01-01,,2.40069103902903,13.7693248804359,,,both,SWZ,LM
Ethiopia,1994,17.6251609,1994-01-01,,3.18996458217961,7.59387600185337,,12.1365323755382,both,ETH,L
Fiji,1994,24.85581055,1994-01-01,115.843028693277,5.09999960852174,0.816666666667029,9.41229284351502,26.9761699898994,both,FJI,LM
Finland,1994,62.58,1994-01-01,62.4991726055204,3.96437262267584,1.08855677589405,,40.4767254301697,both,FIN,H
France,1994,54.06620026,1994-01-01,43.7513491504061,2.38366090394481,1.65551532926993,,44.1610194827782,both,FRA,H
Gabon,1994,23.90900706,1994-01-01,99.9266868001633,3.71275484108966,36.1162456962985,15.4324733295307,,both,GAB,UM
Georgia,1994,,1994-01-01,166.902615538069,-10.3982300884956,,0.0,,both,GEO,L
Germany,1994,47.8207016,1994-01-01,41.0957443335763,2.59758496353371,2.69305639854954,,31.7466621690732,both,DEU,H
Ghana,1994,13.85055128,1994-01-01,62.0211527377522,3.29999973947747,24.8702554369576,9.27656099903938,,both,GHA,L
Greece,1994,36.41115369,1994-01-01,35.2202302292147,2.00000001379756,10.8740756809132,,,both,GRC,UM
Grenada,1994,24.74903855,1994-01-01,,1.69355604419043,3.77065767284965,,,both,GRD,LM
Guatemala,1994,,1994-01-01,42.3708926972021,4.03374149641458,10.8553211494391,11.6685107384138,7.94299555788372,both,GTM,LM
Guinea,1994,12.62823886,1994-01-01,33.3418125019301,3.97009910590064,,7.71761177126607,,both,GIN,L
Guinea-Bissau,1994,18.44698461,1994-01-01,50.7637789858982,3.20000001913081,15.1763474313441,,,both,GNB,L
Guyana,1994,,1994-01-01,222.067842666328,8.53242316667276,,15.6097070562276,,both,GUY,L
Haiti,1994,,1994-01-01,31.1336399762195,-11.9506292939561,39.3316195372753,,,both,HTI,L
Honduras,1994,17.51569939,1994-01-01,100.317825260921,0.21190349864257,21.729346883819,,,both,HND,L
"Hong Kong SAR, China",1994,15.37331921,1994-01-01,237.427997065577,6.0359690091578,8.73786407766985,25.4191556863978,,both,HKG,H
Hungary,1994,,1994-01-01,56.4601800555875,2.94715455629861,18.8680749869283,,51.1310147404594,both,HUN,UM
Iceland,1994,44.96861112,1994-01-01,65.5008784042907,3.60885787301576,1.55265627495777,,30.0590747107838,both,ISL,H
India,1994,25.75625289,1994-01-01,20.0781443769255,6.65892407028434,10.2479355556119,,14.603286530228,both,IND,L
Indonesia,1994,13.52380709,1994-01-01,51.877101049475,7.53997109551439,8.53200525418847,,9.98483333015017,both,IDN,LM
"Iran, Islamic Rep.",1994,28.06946435,1994-01-01,41.6091363982696,-1.69828611904136,31.4470284237728,,15.5383560175352,both,IRN,LM
Ireland,1994,43.91820145,1994-01-01,126.488924086211,5.75582750565364,2.30920192610951,,37.1157314454571,both,IRL,H
Israel,1994,41.68939972,1994-01-01,60.1879267057471,7.42784519940192,12.2755081902506,,36.6511674331866,both,ISR,H
Italy,1994,53.48189926,1994-01-01,40.3620026081266,2.15102366440138,4.05184218065716,,45.7716321828864,both,ITA,H
Jamaica,1994,20.41886365,1994-01-01,111.406683924325,1.38338980273649,35.0633942484772,,19.0987611985388,both,JAM,LM
Japan,1994,32.78351714,1994-01-01,15.8103062322757,1.08338317429946,0.695458057869004,,15.0271835238702,both,JPN,H
Jordan,1994,34.28914831,1994-01-01,118.336176072338,4.97147669964757,3.51669624132886,,24.9280517751819,both,JOR,LM
Kenya,1994,18.79634829,1994-01-01,71.2661252293107,2.632784517837,28.8143894306731,,,both,KEN,L
Kiribati,1994,66.77846535,1994-01-01,82.9457194831015,2.0452448281648,,,,both,KIR,LM
"Korea, Rep.",1994,15.40120029,1994-01-01,48.6659897866647,9.26866633778376,6.26585950039679,30.7456454262008,13.1878846712452,both,KOR,UM
Kuwait,1994,58.52970498,1994-01-01,93.1842842757839,8.43616564472201,2.53443526170792,,52.1680238008682,both,KWT,H
Kyrgyz Republic,1994,,1994-01-01,73.8302050053248,-20.0851588393243,,,,both,KGZ,L
Latvia,1994,,1994-01-01,,2.18991178652719,35.9247053929642,,25.1894991588937,both,LVA,LM
Lebanon,1994,47.31046679,1994-01-01,70.2721154740452,8.10524197734502,,27.8186220163761,,both,LBN,LM
Lesotho,1994,40.19908164,1994-01-01,,5.97987353536386,8.21473862195302,,32.8393003839003,both,LSO,L
Luxembourg,1994,,1994-01-01,185.786247148865,3.82092019539311,2.1947646868907,,32.4862889650551,both,LUX,H
Madagascar,1994,16.69619858,1994-01-01,43.5589179379958,-0.042101302622072,38.9417908989239,29.4339425799792,,both,MDG,L
Malaysia,1994,23.26969871,1994-01-01,179.904942673986,9.21204179334867,3.72497055359284,27.6305759205161,,both,MYS,UM
Maldives,1994,30.65016869,1994-01-01,,7.74948624520924,3.38610098291493,,16.7745533008461,both,MDV,LM
Marshall Islands,1994,,1994-01-01,,5.87769745883959,,,,both,MHL,LM
Mexico,1994,12.54059982,1994-01-01,29.1584721341582,4.39412788764169,6.96581237191123,17.88991588002,10.4048304675777,both,MEX,UM
"Micronesia, Fed. Sts.",1994,,1994-01-01,,-0.534521158129181,,,,both,FSM,LM
Moldova,1994,,1994-01-01,,-30.9000002261447,486.425623795891,,,both,MDA,LM
Mongolia,1994,32.17690574,1994-01-01,99.1572950855527,2.13438269473237,87.580009329808,,14.2335881215396,both,MNG,L
Morocco,1994,21.73935359,1994-01-01,47.3135537325048,10.5880004161286,5.14167152953361,,20.4034685295887,both,MAR,LM
Mozambique,1994,24.26422692,1994-01-01,58.7422249366162,6.44018369521994,,,,both,MOZ,L
Myanmar,1994,,1994-01-01,,7.47795835834528,24.0987860757019,,,both,MMR,L
Namibia,1994,28.70890247,1994-01-01,89.4936808345247,1.72987948847074,,,,both,NAM,LM
Netherlands,1994,53.52560043,1994-01-01,103.046028953898,2.96109248451488,2.80152463293178,,45.4309105979724,both,NLD,H
New Zealand,1994,42.79890757,1994-01-01,58.8145695364238,5.11890595985565,1.74537790773743,,,both,NZL,H
Nicaragua,1994,18.42219925,1994-01-01,39.0812162921941,3.33772611282539,,,11.3108693464913,both,NIC,L
Niger,1994,,1994-01-01,33.6425286170597,1.85477879101168,36.0410583134241,5.35299332074991,,both,NER,L
Nigeria,1994,16.98531723,1994-01-01,,-1.81492448525673,57.031708911966,,,both,NGA,L
North Macedonia,1994,,1994-01-01,82.3350649350649,-1.75816618126913,126.583368336245,,,both,MKD,LM
Norway,1994,53.73870087,1994-01-01,67.6345957946686,5.05527398129418,1.37567498071479,,38.3583247329037,both,NOR,H
Oman,1994,39.74544974,1994-01-01,62.689996465182,3.87577416657888,,5.03181336161188,,both,OMN,UM
Pakistan,1994,14.51128177,1994-01-01,35.0577237131595,3.73741555767747,12.3681943936948,14.6006889594221,,both,PAK,L
Panama,1994,24.05500988,1994-01-01,143.609032792557,2.85014710063092,1.26843190106196,18.6756185590754,,both,PAN,LM
Papua New Guinea,1994,19.29151552,1994-01-01,93.3026653165289,5.94210905967769,2.85272217387134,,27.0156591866626,both,PNG,LM
Paraguay,1994,14.59925798,1994-01-01,123.079329466864,5.31791766023942,20.5661948376355,,,both,PRY,LM
Peru,1994,16.92428589,1994-01-01,28.9229957698901,12.3083661848445,23.7369050565046,,15.4302640521815,both,PER,LM
Philippines,1994,19.68260342,1994-01-01,52.5265038023175,4.37366591819077,10.3864734299517,,,both,PHL,LM
Poland,1994,,1994-01-01,,5.292802066626,32.9912766093522,,35.9752872149702,both,POL,LM
Portugal,1994,42.45320129,1994-01-01,57.1773600156865,0.964838555748742,5.42044019241626,,34.97051938506,both,PRT,H
Qatar,1994,59.7707206,1994-01-01,78.6499268740476,1.41870841852997,1.32158590308376,,,both,QAT,H
Romania,1994,33.10201307,1994-01-01,51.8670700671661,3.93194272962506,136.759392815441,,29.7690932021468,both,ROU,LM
Russian Federation,1994,,1994-01-01,50.9537126483831,-12.5697559802151,307.722635553193,,27.0478919361441,both,RUS,LM
Rwanda,1994,13.32740283,1994-01-01,71.0956283073375,-50.2480671053527,,7.30699649601632,,both,RWA,L
Saint Kitts and Nevis,1994,22.24903552,,,,,,,left_only,,
Saint Lucia,1994,18.73698045,,,,,,,left_only,,
Saint Vincent and the Grenadines,1994,22.95469574,,,,,,,left_only,,
Saudi Arabia,1994,33.7941252,1994-01-01,60.0713114592181,0.952955921553553,0.564325478533144,15.8860596961855,,both,SAU,UM
Senegal,1994,15.89828363,1994-01-01,54.7381345984609,-0.0475209486617416,32.2936668569551,14.3747404866858,,both,SEN,L
Seychelles,1994,63.64745263,1994-01-01,50.072344089516,-2.43656881060774,1.73697270471464,9.65538792356432,44.4447722495861,both,SYC,UM
Slovak Republic,1994,,1994-01-01,107.060186670689,6.20553139428976,13.4155203422246,,,both,SVK,LM
Slovenia,1994,,1994-01-01,97.1248049291133,5.32748574261801,20.9918180471498,,33.3203093707523,both,SVN,UM
Solomon Islands,1994,,1994-01-01,136.814712152103,8.10000122622141,13.2560325916638,,,both,SLB,LM
South Africa,1994,31.31999969,1994-01-01,37.1146091666279,3.20000000297172,8.93852493545717,12.0146431529798,25.8102919971572,both,ZAF,UM
Spain,1994,32.59489822,1994-01-01,41.6958801099563,2.38319542571335,4.71841373967329,,33.7892451385938,both,ESP,H
Sri Lanka,1994,24.1018851,1994-01-01,79.4307906970319,5.59991872510166,8.44871248698348,23.5974400950467,24.3020010913788,both,LKA,L
Sudan,1994,19.55146613,1994-01-01,14.610015048858,1.00622924788334,115.398144292738,9.9670784134322,,both,SDN,L
Suriname,1994,19.75799041,1994-01-01,,3.39999889736058,368.478068706267,,,both,SUR,LM
Sweden,1994,67.1,1994-01-01,63.9489601974769,4.01565495645877,2.15813800724632,,42.0091779615586,both,SWE,H
Switzerland,1994,35.19049835,1994-01-01,76.1553638103637,1.26975767606226,0.8521169951207,,17.6792138702836,both,CHE,H
Tajikistan,1994,,1994-01-01,86.3658415841584,-21.2999980130949,,8.39108910891089,,both,TJK,L
Tanzania,1994,16.75379301,1994-01-01,44.2367675621224,1.56766176421846,34.0833640722984,12.7197841071644,,both,TZA,L
Thailand,1994,15.95180035,1994-01-01,81.2489529938277,7.99702466720433,5.04774897680755,31.2696084942357,11.2248820169744,both,THA,LM
Togo,1994,13.19082145,1994-01-01,57.5643564343816,14.9824143442687,39.1627673796796,,,both,TGO,L
Trinidad and Tobago,1994,26.48091311,1994-01-01,,3.56718060581952,8.81469401768106,,,both,TTO,UM
Tunisia,1994,25.94316828,1994-01-01,92.8043860425704,3.17841132209441,4.73323063996595,13.3293054167879,28.0444927847829,both,TUN,LM
Turkiye,1994,20.47599411,1994-01-01,41.7458523409412,-4.66814736394838,105.214986469202,19.0911189247336,21.9351053894202,both,,
Uganda,1994,,1994-01-01,27.8393598574633,6.40363574007452,10.0367598792175,9.19673110968191,,both,UGA,L
Ukraine,1994,,1994-01-01,73.9440042067872,-22.8999999992283,891.187748133705,16.460928134883,,both,UKR,LM
United Arab Emirates,1994,30.12778769,1994-01-01,,6.89614855343777,,,,both,ARE,H
United Kingdom,1994,44.41579819,1994-01-01,51.8679570207033,3.84600913061144,2.21901260504205,,37.079774985373,both,GBR,H
United States,1994,37.10969925,1994-01-01,21.0554591617453,4.02902272904724,2.60744159215453,,20.7314542852736,both,USA,H
Uruguay,1994,29.50130081,1994-01-01,40.1488337195203,7.28134264410127,44.7360421521933,10.4512975982766,30.1734587562912,both,URY,UM
Uzbekistan,1994,,1994-01-01,,-5.19999999306704,,14.7493125516357,,both,UZB,LM
Vanuatu,1994,24.35467781,1994-01-01,92.8723717100426,9.08146609289211,2.30256079190869,,,both,VUT,LM
"Venezuela, RB",1994,42.21708759,1994-01-01,51.4448140048405,-2.34950792823469,,,,both,VEN,LM
Viet Nam,1994,,1994-01-01,77.4731979426888,8.83898095245374,,,,both,VNM,L
"Yemen, Rep.",1994,25.18204373,1994-01-01,68.9640403073869,6.72194912231696,49.3941553813254,16.011220929887,,both,YEM,L
,1994,,,,,,,,left_only,,
,1994,,,,,,,,left_only,,
Albania,1995,,1995-01-01,47.6105948729712,13.322333321684,7.79321853789217,,25.8909560055278,both,ALB,L
Algeria,1995,31.37621634,1995-01-01,55.1910052081435,3.79999479027065,29.7796264864999,21.8677786012613,,both,DZA,LM
Angola,1995,,1995-01-01,,15.0000000288634,2666.45059288538,,,both,AGO,L
Antigua and Barbuda,1995,22.39503051,1995-01-01,,-4.3593722139814,,,,both,ATG,UM
Argentina,1995,14.39420033,1995-01-01,19.7714230903755,-2.84520961057079,,,15.5112306915719,both,ARG,UM
Aruba,1995,26.32843486,1995-01-01,171.362098138748,2.54714368704694,3.36139107320899,,,both,ABW,H
Australia,1995,36.87675095,1995-01-01,37.7040452075846,3.88592623460093,4.62776659959759,21.917692186687,25.3859061079448,both,AUS,H
Austria,1995,56.31100082,1995-01-01,68.5250057529972,2.66798342903378,2.24336631500905,,48.9099751463471,both,AUT,H
Azerbaijan,1995,18.66519824,1995-01-01,85.8937107507733,-11.7999991076818,411.759641777268,12.4729121754616,19.8269659761927,both,AZE,L
"Bahamas, The",1995,11.5323456,1995-01-01,104.465441819773,4.37875203482501,2.06699495410042,,17.3694954797317,both,BHS,H
Bahrain,1995,26.13520156,1995-01-01,134.086732319169,3.92999154532021,2.70403475064704,,20.5650572366769,both,BHR,UM
Bangladesh,1995,10.46215887,1995-01-01,28.2094960764218,5.12127789724337,10.2978117947206,12.380713124554,,both,BGD,L
Barbados,1995,19.27970307,1995-01-01,,2.01399800028561,1.87886279357229,,,both,BRB,UM
Belgium,1995,52.10200119,1995-01-01,116.378567821327,2.38475712941313,1.46796699090272,,45.5728111336882,both,BEL,H
Belize,1995,,1995-01-01,77.2846590562237,0.73292725201803,2.88961584372151,,14.1188572126244,both,BLZ,LM
Benin,1995,20.19601602,1995-01-01,63.800140010475,6.04519865041564,14.4625482180894,11.0919031463355,,both,BEN,L
Bhutan,1995,41.48389414,1995-01-01,83.8829086495551,7.07411741829327,9.48754836789367,,21.0312912513236,both,BTN,L
Bolivia,1995,25.78057966,1995-01-01,49.737987097898,4.67827659709971,10.1932067630745,,17.7068003466498,both,BOL,LM
Bosnia and Herzegovina,1995,,1995-01-01,91.8796126648453,15.9683009584783,,7.82814278222123,,both,BIH,L
Brazil,1995,,1995-01-01,16.9844599991956,4.22379363350413,66.0070335542481,,,both,BRA,UM
Bulgaria,1995,45.44260025,1995-01-01,55.2627350026692,2.86201907177895,62.0548336837992,,27.9696192688275,both,BGR,LM
Burkina Faso,1995,19.43548402,1995-01-01,40.7474714183407,5.71637386269622,7.45884497828324,12.0795702768976,,both,BFA,L
Burundi,1995,25.74309809,1995-01-01,40.2046264145201,-7.92000000374772,19.2632536382538,,19.9251600008438,both,BDI,L
Cabo Verde,1995,47.33266671,1995-01-01,77.5155513809747,14.2116362469634,8.35152497972927,,,both,CPV,LM
Cambodia,1995,,1995-01-01,77.7667280459137,9.9034689010937,-0.798944337811878,,,both,KHM,L
Canada,1995,48.47900009,1995-01-01,69.0617480799547,2.68232830305229,2.14876033057849,,23.4303847545937,both,CAN,H
Central African Republic,1995,20.56916122,1995-01-01,50.4758911171183,7.20004555751903,19.1894039735098,,,both,CAF,L
Chad,1995,15.95313529,1995-01-01,55.6965565726313,1.23654931686494,9.23032599768656,,,both,TCD,L
Chile,1995,18.71999931,1995-01-01,54.9671532774337,8.93329586928566,8.23263034116105,,15.1241569228715,both,CHL,UM
China,1995,11.17719774,1995-01-01,34.2770388383742,10.9539543419,16.7912251650916,29.9353899245073,,both,CHN,L
Colombia,1995,13.60000038,1995-01-01,35.4972303177666,5.20243759278655,20.8917930194849,,,both,COL,LM
Comoros,1995,18.39747602,1995-01-01,35.7572385313105,3.61020643165317,,,,both,COM,L
"Congo, Dem. Rep.",1995,,1995-01-01,52.2085314177979,0.699998829794396,541.908883239027,5.27872079688857,5.23936877336211,both,COD,L
"Congo, Rep.",1995,27.58051138,1995-01-01,128.312504260557,3.9853243781107,9.41800743452228,31.3103578867639,,both,COG,L
Costa Rica,1995,16.0659008,1995-01-01,79.7743745489399,4.15395304333353,23.1864981102567,,21.5413238450435,both,CRI,LM
Croatia,1995,50.29196124,1995-01-01,62.8042653485871,6.75847707132475,3.95010395010402,7.93133731704833,50.2475942277245,both,HRV,UM
Cyprus,1995,30.41558678,1995-01-01,134.390514064609,8.36246930466569,2.61581787956337,,46.7053457080682,both,CYP,H
Czechia,1995,53.21053733,1995-01-01,82.9009990725253,6.22140598076074,8.99052361478445,,46.9331440646284,both,CZE,UM
Cote d'Ivoire,1995,,1995-01-01,76.202343905242,7.12574472834217,14.2950690851945,,,both,,
Denmark,1995,59.28170013,1995-01-01,68.5733146504851,3.03802152476311,2.08360842382846,,42.3604734410058,both,DNK,H
Djibouti,1995,26.99689557,1995-01-01,,,,,,both,DJI,LM
Dominica,1995,28.75326333,1995-01-01,,3.03086260171609,1.3175374577497,,,both,DMA,LM
Dominican Republic,1995,10.98019981,1995-01-01,73.8979593803276,5.68543073698642,12.5359594558963,,7.71748148429669,both,DOM,LM
Ecuador,1995,21.00795679,1995-01-01,45.9112707318244,2.25254865225104,22.9341344145802,8.85894521804236,,both,ECU,LM
El Salvador,1995,18.56387897,1995-01-01,59.3607543357884,4.73408140229732,10.0296564501018,15.4332802533653,,both,SLV,LM
Equatorial Guinea,1995,141.5013868,1995-01-01,,17.4862637323938,19.8724349483472,,,both,GNQ,L
Estonia,1995,39.52709224,1995-01-01,139.087473677663,4.52668179218792,28.7766137208514,,37.1605353297657,both,EST,LM
Eswatini,1995,19.2955769,1995-01-01,,4.82565154996448,12.2885912601426,,,both,SWZ,LM
Ethiopia,1995,17.38949742,1995-01-01,,6.12751141376545,10.0221733553239,,11.576507354539,both,ETH,L
Fiji,1995,23.50809154,1995-01-01,114.143419105706,2.49999853846872,2.16564721441535,10.2277238442383,26.7635064419503,both,FJI,LM
Finland,1995,61.05,1995-01-01,64.1355353769273,4.23436730674544,0.791239406938498,,48.67653929754,both,FIN,H
France,1995,54.3905983,1995-01-01,45.4316616938638,2.30479276787372,1.79648142095595,,47.2733955708112,both,FRA,H
Gabon,1995,25.07372897,1995-01-01,95.1346961861668,4.97384776335103,9.64653104079616,17.1824491071429,,both,GAB,UM
Georgia,1995,15.65191758,1995-01-01,67.8286788091539,2.59657506969336,162.717152150377,1.31520244913717,14.2011143393223,both,GEO,L
Germany,1995,54.85800171,1995-01-01,42.6061486475818,1.50540577704177,1.70616041317076,,38.2181975125399,both,DEU,H
Ghana,1995,13.92980959,1995-01-01,57.4230942889947,4.11241897162861,59.4615536991446,7.08231742714501,,both,GHA,L
Greece,1995,45.99952721,1995-01-01,36.1256353436075,2.09972031337796,8.93451415961517,,43.4677240434812,both,GRC,UM
Grenada,1995,23.24221178,1995-01-01,,2.12947514959858,1.86882475298978,,,both,GRD,LM
Guatemala,1995,9.774944533,1995-01-01,44.6894303422515,4.94854750210382,8.4114131227057,12.0195427269586,7.56205034876119,both,GTM,LM
Guinea,1995,12.69705543,1995-01-01,31.3044291693273,4.60767320245354,,9.60170598996286,,both,GIN,L
Guinea-Bissau,1995,8.136760446,1995-01-01,46.8104328931542,4.4000000061065,45.3653083621856,,,both,GNB,L
Guyana,1995,,1995-01-01,213.32717044128,5.03144655812085,12.2105263157895,16.9698895323311,,both,GUY,L
Haiti,1995,,1995-01-01,37.8478190633142,9.89770748815705,27.6081851727601,,,both,HTI,L
Honduras,1995,17.38730049,1995-01-01,102.44888237349,6.18930455759235,29.4645292281585,,,both,HND,L
"Hong Kong SAR, China",1995,16.06365894,1995-01-01,256.89826506739,2.37369800372204,9.07738095238091,25.2557180211724,,both,HKG,H
Hungary,1995,55.22981473,1995-01-01,78.3847053096873,1.48952547622301,28.3054683706654,,51.0470603615225,both,HUN,UM
Iceland,1995,44.37020737,1995-01-01,66.5482235225281,0.116583710099547,1.65123150116658,,30.240368306953,both,ISL,H
India,1995,24.54938513,1995-01-01,22.8674487062499,7.57449183788519,10.2248861637544,,14.2457256103182,both,IND,L
Indonesia,1995,11.9070424,1995-01-01,53.9585900635426,8.22000739903493,9.42032321644615,,9.71102986684022,both,IDN,LM
"Iran, Islamic Rep.",1995,25.58688975,1995-01-01,35.1442449152739,2.4010445522492,49.6559858462746,,14.8771226253143,both,IRN,LM
Ireland,1995,41.3606987,1995-01-01,136.103149926386,9.63442288842754,2.52486446780802,,37.2085460695407,both,IRL,H
Israel,1995,52.83319855,1995-01-01,59.7859249586346,6.60292483340288,9.93144665143266,,38.6798905500908,both,ISR,H
Italy,1995,52.48989868,1995-01-01,45.5795026636995,2.88683674385473,5.23542258044301,,48.0728877098908,both,ITA,H
Jamaica,1995,22.62812892,1995-01-01,107.651807499957,2.34995704147829,19.9087488364168,,19.2265212056951,both,JAM,LM
Japan,1995,33.40415204,1995-01-01,16.3901049340172,2.63099961644897,-0.127899045020446,,15.0254930135052,both,JPN,H
Jordan,1995,35.53467913,1995-01-01,124.582688188008,6.20087444373819,2.35312451301273,,26.1399452775362,both,JOR,LM
Kenya,1995,17.32826941,1995-01-01,71.7457416403035,4.40621652482287,1.55432816055009,,,both,KEN,L
Kiribati,1995,85.31173485,1995-01-01,101.957919093841,2.75221183544616,,,,both,KIR,LM
"Korea, Rep.",1995,13.98091072,1995-01-01,52.4640219612036,9.61456539319965,4.48074108557248,31.5859582671226,13.0506777290402,both,KOR,H
Kuwait,1995,54.59058444,1995-01-01,94.3196243483405,4.85829125202741,2.68672756582484,,46.4141781387495,both,KWT,H
Kyrgyz Republic,1995,37.87557321,1995-01-01,71.8242686635574,-5.4238219222602,,,,both,KGZ,L
Latvia,1995,,1995-01-01,76.2500012714636,-0.944760634359724,24.9759355316751,,47.4926572931629,both,LVA,LM
Lebanon,1995,31.1004397,1995-01-01,73.1353869918234,6.44886256985258,,27.497592025473,,both,LBN,LM
Lesotho,1995,42.06044972,1995-01-01,,3.29093812272822,9.27083333333323,,32.4697312382568,both,LSO,LM
Luxembourg,1995,41.98118907,1995-01-01,189.544445888796,1.43219998899029,1.86769424969105,,37.6315574829812,both,LUX,H
Madagascar,1995,14.4990893,1995-01-01,45.3744915678324,1.67859232120303,49.0802100590784,5.19425801525208,,both,MDG,L
Malaysia,1995,22.59751301,1995-01-01,192.113200253514,9.82908519730812,3.45057509584895,31.2055844978941,,both,MYS,UM
Maldives,1995,31.32507634,1995-01-01,,12.9857845637484,5.48886133171504,,18.6984944954324,both,MDV,LM
Marshall Islands,1995,,1995-01-01,106.864260168011,8.21329431843584,,,,both,MHL,LM
Mexico,1995,13.26099968,1995-01-01,43.6658317263397,-5.91029962358286,34.9992712889592,13.3942981691822,11.2843739325154,both,MEX,UM
"Micronesia, Fed. Sts.",1995,77.34918444,1995-01-01,91.4914703940376,7.01446484549932,,,,both,FSM,LM
Moldova,1995,42.02499647,1995-01-01,128.016386523173,-1.39999905491376,29.8656104095718,13.8678938811352,,both,MDA,LM
Mongolia,1995,26.5965872,1995-01-01,82.1036587592106,6.3764268864666,0.0435161009571923,12.4939869629793,11.6724736587363,both,MNG,L
Morocco,1995,21.2713835,1995-01-01,51.7150253841236,-5.40544787197402,6.12358164775523,,22.4340890359795,both,MAR,LM
Mozambique,1995,19.80100236,1995-01-01,63.7735360253924,2.12289380592357,,,,both,MOZ,L
Myanmar,1995,,1995-01-01,,6.94805143702995,25.1947123972847,,,both,MMR,L
Namibia,1995,29.62800592,1995-01-01,93.5608471865094,3.8990142211043,,,,both,NAM,LM
Netherlands,1995,56.44509888,1995-01-01,107.916808067097,3.11603600351043,1.92322003453525,,47.9862558782179,both,NLD,H
New Zealand,1995,41.61472519,1995-01-01,56.9142524626959,4.72257561898002,3.75494413677554,,,both,NZL,H
Nicaragua,1995,17.65559959,1995-01-01,44.0397944057464,5.91190793658714,,,10.9220556021652,both,NIC,L
Niger,1995,12.49087382,1995-01-01,34.7775356997428,2.4572441223155,10.5632886691814,6.50823639094133,,both,NER,L
Nigeria,1995,12.4969072,1995-01-01,,-0.0726647639378797,72.8355022972637,,,both,NGA,L
North Macedonia,1995,,1995-01-01,72.0437886613838,-1.11472769414412,16.3735889723568,,,both,MKD,LM
Norway,1995,50.93889999,1995-01-01,67.2992862912687,4.15559224332756,2.46036778693724,,37.9562430305937,both,NOR,H
Oman,1995,38.24537832,1995-01-01,64.1500694766095,4.99681952030654,,4.57222258982333,,both,OMN,UM
Pakistan,1995,13.97184679,1995-01-01,36.132753673519,4.96260914623281,12.3435785170513,13.8972582991143,,both,PAK,L
Panama,1995,25.2176802,1995-01-01,146.905380036798,1.75167879322242,0.994206982933841,19.5561430237566,,both,PAN,LM
Papua New Guinea,1995,17.09473983,1995-01-01,104.739980951459,-3.31244877829666,17.280932681459,,24.5386378678548,both,PNG,LM
Paraguay,1995,16.00116255,1995-01-01,118.064074196549,6.82281030358578,13.4254143646407,,,both,PRY,LM
Peru,1995,17.53711128,1995-01-01,30.9272178475508,7.41139504735119,11.1287029707089,,17.5018085362913,both,PER,LM
Philippines,1995,19.10259379,1995-01-01,57.3305579762779,4.62522511739661,6.83199610989534,,,both,PHL,LM
Poland,1995,47.44464932,1995-01-01,43.5552180979904,7.92965956313934,27.951388563304,14.889103907645,41.8686359817657,both,POL,LM
Portugal,1995,41.53739929,1995-01-01,59.9144721620053,4.28278065000045,4.22281614099486,,36.7779812493198,both,PRT,H
Qatar,1995,52.24310515,1995-01-01,87.6679520311654,2.39923621838123,2.9565217391303,,,both,QAT,H
Romania,1995,34.39281359,1995-01-01,56.291225396158,6.23351148371351,32.2424847257597,17.0010248863427,27.620686936641,both,ROU,LM
Russian Federation,1995,,1995-01-01,55.1829054657257,-4.1435284052602,197.414268084251,18.7416001474531,11.5640493066226,both,RUS,LM
