,country,year,gov_exp,date,trade,growth,inf,inv_share,_merge,code,income_cat,balanced
1928,Mongolia,2002,35.50095353,2002-01-01,118.517253113943,4.73297846590111,0.917074687184271,19.295092868215,both,MNG,L,False
1936,Niger,2002,14.44911231,2002-01-01,30.8343857497549,4.91847057594622,2.62886597938136,9.75719993430202,both,NER,L,False
1938,North Macedonia,2002,38.19244765,2002-01-01,71.5334846721143,1.49366547202928,2.31459794083219,16.0174293934976,both,MKD,LM,False
1941,Pakistan,2002,14.36491199,2002-01-01,23.1290205978884,2.59481668445784,3.29034472613153,12.2037433367626,both,PAK,L,True
1947,Poland,2002,45.04141722,2002-01-01,60.7967990573911,1.90119437968586,1.90528215048055,15.6800068049821,both,POL,UM,False
1950,Romania,2002,32.08239112,2002-01-01,53.7102478139376,5.70299165043771,22.5398862605386,18.223142544731,both,ROU,LM,False
1951,Russian Federation,2002,33.81792973,2002-01-01,59.6454457319607,4.69999190914258,15.7887307914463,15.4651705830756,both,RUS,LM,False
1956,Saudi Arabia,2002,35.86381875,2002-01-01,64.5927974099254,-0.688407962710954,0.24718651429923,15.4629533263387,both,SAU,UM,False
1957,Senegal,2002,15.51507552,2002-01-01,53.1442994641329,0.0686965747419066,2.33730187454302,15.6718253784384,both,SEN,L,False
1958,Seychelles,2002,56.31546165,2002-01-01,156.9298895573,1.21283290259314,0.174999999999924,18.718309275262,both,SYC,UM,True
1962,South Africa,2002,22.21331159,2002-01-01,53.4655016294369,3.70037440406668,9.4947107032486,11.5127674806752,both,ZAF,LM,True
1964,Sri Lanka,2002,20.80152239,2002-01-01,76.3351317826517,3.96467568513113,9.55103167007251,18.2621366281367,both,LKA,LM,False
1970,Tanzania,2002,13.6092861,2002-01-01,27.4992172734904,7.09319498355502,5.31783366118203,14.6103934314621,both,TZA,L,False
1971,Thailand,2002,25.71231053,2002-01-01,114.969743021067,6.14903605210036,0.697308976625449,15.1479709607878,both,THA,LM,True
1974,Tunisia,2002,24.12473801,2002-01-01,85.3421759692656,1.32255714828946,2.72103284850455,20.7010686540309,both,TUN,LM,False
1976,Uganda,2002,16.76123431,2002-01-01,36.2777941561831,8.73268576440127,-0.287508511765196,14.3880614799231,both,UGA,L,False
1978,United Arab Emirates,2002,21.33275715,2002-01-01,93.0716588147781,2.43345681089617,,12.2452334242499,both,ARE,H,False
1981,Uruguay,2002,27.59836654,2002-01-01,40.02906730756,-7.73200721540044,13.9724725913515,9.42178534555008,both,URY,UM,False
1982,Uzbekistan,2002,34.6271637,2002-01-01,58.954524710746,3.97348819235724,,15.8096695390728,both,UZB,L,False
1984,"Venezuela, RB",2002,30.98983831,2002-01-01,48.5757106494068,-8.85564735286779,,12.265284346836,both,VEN,UM,False
1986,"Yemen, Rep.",2002,30.78284586,2002-01-01,74.7304558609206,3.9352315052778,12.2385339389711,12.5440959485242,both,YEM,L,False
1995,Australia,2003,34.65354538,2003-01-01,40.2015669125448,3.09076190489348,2.73259596616786,23.1830588164979,both,AUS,H,True
1997,Azerbaijan,2003,21.66205181,2003-01-01,107.551948506262,10.2082994004776,2.2338649296705,48.6441656755055,both,AZE,LM,False
1999,Bahrain,2003,29.28398868,2003-01-01,128.091582155216,6.29644197869376,1.59362549800787,17.1118576989671,both,BHR,H,False
2000,Bangladesh,2003,10.15224655,2003-01-01,27.657884900158,4.73956739963045,5.66870773441476,19.329283802662,both,BGD,L,True
2004,Benin,2003,13.68591036,2003-01-01,41.6162305574334,3.44357677591658,1.48724246145442,13.2406559755721,both,BEN,L,True
2005,Bhutan,2003,37.39053857,2003-01-01,72.8499006593611,7.7865605359426,2.57230861693335,55.8926130823071,both,BTN,L,False
2016,Chad,2003,19.34327967,2003-01-01,83.3789149599315,14.7216670121033,-1.75256941248655,36.1156932746719,both,TCD,L,False
2018,China,2003,18.22788897,2003-01-01,51.8042195747425,10.0380304810393,1.12760348729637,33.6183439988842,both,CHN,LM,False
2021,"Congo, Dem. Rep.",2003,9.185948372,2003-01-01,54.0313561776419,5.57782231144424,12.8739657187405,7.68441163698989,both,COD,L,False
2022,"Congo, Rep.",2003,27.01294704,2003-01-01,156.861777335368,0.813264076303781,-0.631844987363156,18.8061426567576,both,COG,L,False
2024,Croatia,2003,48.84785678,2003-01-01,81.4432514353208,5.56837267108266,1.76733780760629,19.2484484148923,both,HRV,UM,False
2032,Ecuador,2003,20.3082943,2003-01-01,52.3575426975979,2.88450036512064,7.92936487461556,10.9877094964129,both,ECU,LM,False
2033,El Salvador,2003,22.34704279,2003-01-01,68.23698247861,1.56539303147618,2.1203909173333,14.0722951520249,both,SLV,LM,True
2038,Fiji,2003,26.73665287,2003-01-01,128.975969916537,0.999999344757299,4.17274777763036,17.4974777584151,both,FJI,LM,False
2041,Gabon,2003,21.24973121,2003-01-01,80.3026082056312,2.2473300115045,2.23535313551536,18.5368711065728,both,GAB,UM,False
2044,Ghana,2003,12.99635365,2003-01-01,97.2871457139532,5.200000133101,29.7729797160384,14.0,both,GHA,L,False
2047,Guatemala,2003,14.36736746,2003-01-01,67.0023391862425,2.56037766801896,5.60347675434471,15.1496824490445,both,GTM,LM,False
2048,Guinea,2003,14.7707471,2003-01-01,35.0751269891585,1.24860125923698,,10.888843560939,both,GIN,L,False
2050,Guyana,2003,23.50060168,2003-01-01,189.162485631386,-0.632225388266377,5.98097814066473,6.52386675366504,both,GUY,LM,False
2051,Haiti,2003,7.82582678,2003-01-01,37.1973434444641,3.48077973188326,28.6995777887374,14.7648757676608,both,HTI,L,False
2052,Honduras,2003,26.44129911,2003-01-01,122.248277175534,4.54703805165397,7.67416639397937,18.0358470722837,both,HND,LM,False
2053,"Hong Kong SAR, China",2003,19.56065431,2003-01-01,292.454655919737,3.05628426052773,-2.67379679144394,17.1669707775078,both,HKG,H,True
2067,"Korea, Rep.",2003,18.52483534,2003-01-01,61.1746012790121,3.14729119373409,3.51487451459939,25.6449457524497,both,KOR,H,True
2071,Lebanon,2003,36.42398669,2003-01-01,54.0908340214699,3.22709826879041,,17.3476465730801,both,LBN,UM,True
2074,Madagascar,2003,16.56362905,2003-01-01,34.030602917475,9.78489212474175,-1.70400479616298,6.98950393812188,both,MDG,L,True
2075,Malaysia,2003,28.06908648,2003-01-01,194.195129056831,5.7884992858875,1.08967632577286,8.07079798170352,both,MYS,UM,True
2078,Mexico,2003,21.50518385,2003-01-01,48.700416880838,1.18554486709559,4.54690012118718,16.154682198771,both,MEX,UM,True
2080,Moldova,2003,33.50384689,2003-01-01,140.056529925052,6.59999995777716,11.7460792058232,17.078822549694,both,MDA,L,False
2081,Mongolia,2003,33.6647509,2003-01-01,120.299393514881,7.00463457384886,5.12899499422417,26.1117847555788,both,MNG,L,False
2089,Niger,2003,14.036192,2003-01-01,33.3827931416238,2.1706103837418,-1.61440769175596,9.71832265279153,both,NER,L,False
2091,North Macedonia,2003,35.99981989,2003-01-01,71.0693204909674,2.22260165732409,0.855562122724231,16.1298048709685,both,MKD,LM,False
2094,Pakistan,2003,12.85363808,2003-01-01,24.6501661217502,5.40131087314342,2.91413470059479,12.3836932244647,both,PAK,L,True
2100,Poland,2003,45.42287064,2003-01-01,69.2134479841788,3.52337117234833,0.682701375787681,15.4407017701382,both,POL,UM,False
2103,Romania,2003,31.81591165,2003-01-01,56.1795270470243,2.34114732919521,15.2734889936255,19.1201041488639,both,ROU,LM,False
2104,Russian Federation,2003,32.59868899,2003-01-01,59.1282690076014,7.29995234528189,13.6632930228666,15.9541770327413,both,RUS,LM,False
2109,Saudi Arabia,2003,33.11597883,2003-01-01,69.831170708742,8.76875651851432,0.612194395125212,15.4219990880772,both,SAU,UM,False
2110,Senegal,2003,17.0699506,2003-01-01,50.8212198933376,5.59395094456143,-0.0519970242714378,12.6966537881532,both,SEN,L,False
2111,Seychelles,2003,44.62770012,2003-01-01,168.844235034216,-5.88712848764477,3.30255386407089,8.85405078930715,both,SYC,UM,True
2115,South Africa,2003,22.61884787,2003-01-01,45.723862568979,2.94907546754213,5.67941771099112,11.9505686674697,both,ZAF,LM,True
2117,Sri Lanka,2003,19.34448909,2003-01-01,75.336247330543,5.9402690780223,6.31463787051174,17.4987434621623,both,LKA,LM,False
2123,Tanzania,2003,15.36367592,2003-01-01,30.4488358249326,6.67278983053497,5.30356621509782,16.4306768649753,both,TZA,L,False
2124,Thailand,2003,18.28573861,2003-01-01,116.692819704865,7.18924330340971,1.8043499463572,16.8269592261128,both,THA,LM,True
2127,Tunisia,2003,23.47320869,2003-01-01,82.390340709916,4.70239953285241,2.71259247474352,19.0505806655886,both,TUN,LM,False
2129,Uganda,2003,16.45896429,2003-01-01,36.5857264641268,6.47325867166543,8.68047651566884,15.6116035645004,both,UGA,L,False
2131,United Arab Emirates,2003,20.04999371,2003-01-01,102.300169490783,8.80054081355328,,11.983211171501,both,ARE,H,False
2134,Uruguay,2003,27.73074063,2003-01-01,51.7591995826472,0.805283915893824,19.3797301743995,9.27798711776136,both,URY,UM,False
2135,Uzbekistan,2003,31.5381623,2003-01-01,70.4592746850874,4.23262738154364,,16.813663145063,both,UZB,L,False
2137,"Venezuela, RB",2003,32.1754279,2003-01-01,50.5770073781941,-7.75530004959883,,8.01385134482503,both,VEN,UM,False
2139,"Yemen, Rep.",2003,35.3166331,2003-01-01,74.3826165968098,3.74739818489111,10.8323607023242,11.5426768761386,both,YEM,L,False
2148,Australia,2004,34.69910431,2004-01-01,37.0096135930442,4.22428481359962,2.34325522482583,23.92022118092,both,AUS,H,True
2150,Azerbaijan,2004,24.21585147,2004-01-01,121.507115894117,9.25380179728907,6.70893042797784,54.0656397270873,both,AZE,LM,False
2152,Bahrain,2004,26.05506024,2004-01-01,140.737310039923,6.9809605942982,2.35294117647062,17.4025070482924,both,BHR,H,False
2153,Bangladesh,2004,9.884659337,2004-01-01,26.8582341492431,5.23953291029852,7.5875363850469,19.6113166394465,both,BGD,L,True
2157,Benin,2004,13.35955213,2004-01-01,39.9029743365096,4.42968455385082,0.873890830868488,12.2436240585841,both,BEN,L,True
2158,Bhutan,2004,33.42440153,2004-01-01,89.0605518004294,5.15725725627645,4.10593698272959,58.0135575979538,both,BTN,L,False
2169,Chad,2004,12.76002544,2004-01-01,101.768590921564,33.6293718524659,-5.35540028884816,14.9345060454308,both,TCD,L,False
2171,China,2004,17.87101847,2004-01-01,59.5055314133926,10.1136213776263,3.82463743108159,34.6978989147626,both,CHN,LM,False
2174,"Congo, Dem. Rep.",2004,7.450820596,2004-01-01,49.3364146254994,6.73837393324294,3.99438400815971,9.4076372877143,both,COD,L,False
2175,"Congo, Rep.",2004,24.38916427,2004-01-01,131.368198717322,3.47663162118089,2.42976607961799,15.3617774411597,both,COG,L,False
2177,Croatia,2004,48.85494368,2004-01-01,81.6444126603338,4.17048487309191,2.05539679050328,19.1340295659127,both,HRV,UM,False
2185,Ecuador,2004,20.47772519,2004-01-01,56.0745467239942,6.83239736646514,2.74323198926704,11.6477021545167,both,ECU,LM,False
2186,El Salvador,2004,21.49722347,2004-01-01,69.7822641767691,0.889404485692197,4.45194392395045,14.8368025966755,both,SLV,LM,True
2191,Fiji,2004,24.69435521,2004-01-01,125.121987598815,5.29999970460935,2.827485193912,15.1435085551128,both,FJI,LM,False
2194,Gabon,2004,20.87402856,2004-01-01,81.7675371418698,0.689543058464849,0.40820530743925,17.661973109667,both,GAB,UM,False
2197,Ghana,2004,14.72900737,2004-01-01,99.6703343472122,5.59999999077445,18.0427388232565,16.0000005007015,both,GHA,L,False
2200,Guatemala,2004,12.86421876,2004-01-01,70.2148723581872,3.13791683609193,7.57862247309731,15.9438305729912,both,GTM,LM,False
2201,Guinea,2004,13.01888289,2004-01-01,34.5950959210535,2.34011731288737,,11.024032195846,both,GIN,L,False
2203,Guyana,2004,23.66115651,2004-01-01,200.725286901642,1.56335211034042,4.66846622369882,7.25181057354725,both,GUY,LM,False
2204,Haiti,2004,7.37655336,2004-01-01,33.7809703531059,-1.3178567596495,21.0318339277222,8.95472216086951,both,HTI,L,False
2205,Honduras,2004,25.54397263,2004-01-01,135.461758741854,6.23230296069102,8.1137909709338,21.1247155704843,both,HND,LM,False
2206,"Hong Kong SAR, China",2004,18.20866369,2004-01-01,326.841054589054,8.70002142729743,-0.274725274725253,17.7718347483464,both,HKG,H,True
2220,"Korea, Rep.",2004,19.20178398,2004-01-01,70.0157148656729,5.19739136324382,3.59066298882578,25.4439262418443,both,KOR,H,True
2224,Lebanon,2004,33.2985608,2004-01-01,90.9727970270956,6.67944461641103,,19.3896844493336,both,LBN,UM,True
2227,Madagascar,2004,21.70102948,2004-01-01,48.7753818852156,5.25700362208742,13.9558018033211,10.7553245906156,both,MDG,L,True
2228,Malaysia,2004,25.88446297,2004-01-01,210.374265897124,6.78343772370305,1.42127115937402,10.6723369785338,both,MYS,UM,True
2231,Mexico,2004,20.45922949,2004-01-01,52.0406200335632,3.56544100946846,4.68840884843143,16.730500549778,both,MEX,UM,True
2233,Moldova,2004,34.80793463,2004-01-01,132.69906968032,7.39999973358189,12.5242768428227,19.4769230769231,both,MDA,L,False
2234,Mongolia,2004,31.81982367,2004-01-01,131.329318233554,10.6254059599309,8.24115449417618,24.8959671156613,both,MNG,L,False
2242,Niger,2004,16.07125272,2004-01-01,36.9641044464896,0.363801578722132,0.262543757292838,10.1288310686956,both,NER,L,False
2244,North Macedonia,2004,34.11654057,2004-01-01,80.8704849956907,4.67408957960916,-0.448650206552038,16.8412035856489,both,MKD,LM,False
2247,Pakistan,2004,12.12539469,2004-01-01,24.8083408689766,7.83125556961251,7.44462469342739,12.4134916381578,both,PAK,L,True
2253,Poland,2004,43.47970024,2004-01-01,70.9815765694162,5.09079546409544,3.38264681884691,15.6686138707474,both,POL,UM,False
2256,Romania,2004,33.6545597,2004-01-01,60.6264786669408,10.4281130180976,11.8743635936399,19.4658998407362,both,ROU,LM,False
2257,Russian Federation,2004,29.62839577,2004-01-01,56.5818523984055,7.19994786954857,10.8886157326216,16.1048291673404,both,RUS,UM,False
2262,Saudi Arabia,2004,31.09398898,2004-01-01,75.0828366569341,8.63097688883705,0.515506766998081,16.0248092566808,both,SAU,H,False
2263,Senegal,2004,18.14490404,2004-01-01,53.6592031275529,4.64329393683312,0.51478178102298,12.2421628118996,both,SEN,L,False
2264,Seychelles,2004,39.89550074,2004-01-01,149.54093675029,-2.8504539768538,3.85730391367399,14.0225181078659,both,SYC,UM,True
2268,South Africa,2004,22.70767818,2004-01-01,45.6435752240041,4.55455990721774,-0.692030271024132,12.4721966339904,both,ZAF,UM,True
2270,Sri Lanka,2004,19.26637969,2004-01-01,79.4829449011187,5.44506127885352,7.57592582995856,20.1861356267645,both,LKA,LM,False
2276,Tanzania,2004,17.02299164,2004-01-01,33.609786736665,7.50381465859829,4.73580143949058,19.4381241250143,both,TZA,L,False
2277,Thailand,2004,19.33148839,2004-01-01,127.411873720393,6.28934214285795,2.75914926231081,18.6359138154018,both,THA,LM,True
2280,Tunisia,2004,23.02052685,2004-01-01,86.9253446966283,6.23579072222647,3.63228004956625,18.613489192425,both,TUN,LM,False
2282,Uganda,2004,15.59292651,2004-01-01,35.4600862456436,6.80723334361883,3.72128743978228,15.028051443875,both,UGA,L,False
2284,United Arab Emirates,2004,17.70889289,2004-01-01,116.622612523831,9.56643663767056,,10.5037460235593,both,ARE,H,False
2287,Uruguay,2004,26.61232327,2004-01-01,61.4766880860242,5.00416035564457,9.15760507540997,11.1071440494473,both,URY,UM,False
2288,Uzbekistan,2004,29.4061877,2004-01-01,76.5956691950086,7.44900060559664,,18.654710056276,both,UZB,L,False
2290,"Venezuela, RB",2004,31.9144479,2004-01-01,55.367455602322,18.2866066891245,,10.1991525588293,both,VEN,UM,False
2292,"Yemen, Rep.",2004,34.16209933,2004-01-01,71.8466740069203,3.972696401183,12.5150951495207,12.0813422326594,both,YEM,L,False
2301,Australia,2005,33.93445969,2005-01-01,39.1607469727979,3.15416753184221,2.69183168316832,24.1696400206604,both,AUS,H,True
2303,Azerbaijan,2005,22.49795845,2005-01-01,115.841884607706,27.9615381082131,9.67950731917057,37.4972673188261,both,AZE,LM,False
2305,Bahrain,2005,24.92251229,2005-01-01,148.313525108923,6.76899787107486,2.58620689655173,21.0556206947091,both,BHR,H,False
2306,Bangladesh,2005,10.2625539,2005-01-01,34.396934864465,6.53594493875502,7.04661816222039,20.3255125983992,both,BGD,L,True
2310,Benin,2005,14.13852488,2005-01-01,39.0959311879142,1.71316456361184,5.36452085832343,11.1033670608409,both,BEN,L,True
2311,Bhutan,2005,39.29269332,2005-01-01,97.7434135429344,6.93507146649723,5.31263104637751,50.720624102198,both,BTN,L,False
2317,Burundi,2005,33.14231822,2005-01-01,35.0999988412936,0.900000000901912,13.2520699188224,16.3964109898332,both,BDI,L,False
2322,Chad,2005,11.51028539,2005-01-01,85.8467450268875,17.3325337350837,7.89036567462993,14.3835599501755,both,TCD,L,False
2324,China,2005,18.26693419,2005-01-01,62.2080219232303,11.3945918098927,1.77641407667571,35.0328340400655,both,CHN,LM,False
2327,"Congo, Dem. Rep.",2005,8.279790111,2005-01-01,52.3146046950079,6.13515115548972,21.3168167229341,9.29405571188337,both,COD,L,False
2328,"Congo, Rep.",2005,22.12499954,2005-01-01,119.552892262402,7.75575897806648,3.09449011456182,17.4509143479864,both,COG,LM,False
2330,Croatia,2005,45.55616953,2005-01-01,81.4923355714118,4.32707652205913,3.31717824448045,20.0574890185186,both,HRV,UM,False
2338,Ecuador,2005,21.3928439,2005-01-01,61.9581507902572,5.39862243994342,2.1682770118372,12.674387741318,both,ECU,LM,False
2339,El Salvador,2005,22.42892691,2005-01-01,69.7158116750578,2.68083009363194,4.69094870903769,13.0082324125731,both,SLV,LM,True
2344,Fiji,2005,24.03459909,2005-01-01,117.740079365079,0.700000402432437,2.36576453830435,16.5813492063492,both,FJI,LM,False
2347,Gabon,2005,20.76763906,2005-01-01,83.9495998399241,2.67620333310926,3.70833333333304,17.5811556934119,both,GAB,UM,False
2350,Ghana,2005,13.81845315,2005-01-01,98.1715141146279,5.90000381855104,15.4389920155908,16.9999989718365,both,GHA,L,False
2353,Guatemala,2005,13.24476049,2005-01-01,67.1036996082037,3.27602692588886,9.10864985719219,15.788420367365,both,GTM,LM,False
2354,Guinea,2005,11.00850072,2005-01-01,47.9377003917167,2.99727256275818,31.3733025877534,10.8052011767064,both,GIN,L,False
2356,Guyana,2005,28.37389341,2005-01-01,194.350757310172,-1.95095759501714,6.92554303890157,19.0279791111947,both,GUY,LM,False
2357,Haiti,2005,8.748707234,2005-01-01,34.9651045038228,3.07217337664731,13.973008326384,6.26625481550941,both,HTI,L,False
2358,Honduras,2005,23.60958723,2005-01-01,136.489768018486,6.05059922215973,8.80906074819819,20.4426838148458,both,HND,LM,False
2359,"Hong Kong SAR, China",2005,16.19996725,2005-01-01,342.689209524653,7.38815597842218,0.826446280991827,18.1070372665309,both,HKG,H,True
2373,"Korea, Rep.",2005,18.86924802,2005-01-01,68.3248110236401,4.30854271411236,2.75379162735039,25.1576848367086,both,KOR,H,True
2377,Lebanon,2005,31.42280143,2005-01-01,92.762656272585,2.68577931016345,,19.2960341402004,both,LBN,UM,True
2380,Madagascar,2005,18.35319265,2005-01-01,59.1300849357677,4.75584509499119,18.3638246468932,10.4801782189125,both,MDG,L,True
2381,Malaysia,2005,24.53770213,2005-01-01,203.854644595624,5.33213916141486,2.97507092684449,12.18390001067,both,MYS,UM,True
2384,Mexico,2005,21.15592916,2005-01-01,52.5626446517886,2.11324712586392,3.98805714597437,16.4153459977528,both,MEX,UM,True
2386,Moldova,2005,37.11949864,2005-01-01,143.023568469138,7.5000001493726,11.9591837222127,22.5988845214066,both,MDA,LM,False
2387,Mongolia,2005,25.11371722,2005-01-01,122.381459889773,7.25366543796015,12.7165674066053,25.8067699708897,both,MNG,L,False
2395,Niger,2005,15.55128363,2005-01-01,38.3477418070736,7.33186884258517,7.7974978178644,12.9543885485085,both,NER,L,False
2397,North Macedonia,2005,32.49082954,2005-01-01,85.8410034787176,4.72408864201974,0.525515950714282,14.9856643442796,both,MKD,LM,False
2400,Pakistan,2005,12.95404277,2005-01-01,29.8784979997418,7.2765744364722,9.06332737030417,12.8546142640154,both,PAK,L,True
2406,Poland,2005,44.23592653,2005-01-01,70.3114790902584,3.26082274679216,2.18379872390258,15.7761591468251,both,POL,UM,False
2409,Romania,2005,32.30125716,2005-01-01,59.3605494490555,4.6681480508487,9.01491283343835,20.5025881443301,both,ROU,UM,False
2410,Russian Federation,2005,29.45786662,2005-01-01,56.7132484905422,6.39996544799469,12.6853039507349,14.0236547293519,both,RUS,UM,False
2415,Saudi Arabia,2005,28.15070541,2005-01-01,81.9540759410158,5.94489403534072,0.479230397826084,14.848497405285,both,SAU,H,False
2416,Senegal,2005,18.66902243,2005-01-01,54.9032435689485,4.31023852639633,1.71133325855503,13.135533224716,both,SEN,L,False
2417,Seychelles,2005,38.97971012,2005-01-01,171.101735954764,9.0057617374238,0.907187718073944,19.095991396475,both,SYC,UM,True
2421,South Africa,2005,25.14036745,2005-01-01,47.4277813970329,5.27705197295467,2.06284616504634,13.2156325030302,both,ZAF,UM,True
2423,Sri Lanka,2005,20.14545988,2005-01-01,73.6039729580533,6.24174804376447,11.6396860971118,19.5254612925242,both,LKA,LM,False
2429,Tanzania,2005,18.31367434,2005-01-01,36.9592732894013,7.47631925974784,5.03457009267163,20.2551799092985,both,TZA,L,False
2430,Thailand,2005,19.5797625,2005-01-01,137.853866832247,4.18763842884337,4.54036919634535,20.6882318277802,both,THA,LM,True
2433,Tunisia,2005,23.03884383,2005-01-01,90.2512478803945,3.4865455430439,2.01778641357144,18.3139380478135,both,TUN,LM,False
2435,Uganda,2005,14.47119313,2005-01-01,38.9942854839061,6.33256511623156,8.44872642299532,17.2307085219292,both,UGA,L,False
2437,United Arab Emirates,2005,15.74379662,2005-01-01,119.552871642254,4.85514119553352,,11.1920736432819,both,ARE,H,False
2440,Uruguay,2005,26.27370735,2005-01-01,58.8776963255774,7.4601321302473,4.6992773903564,13.1702921720776,both,URY,UM,False
2441,Uzbekistan,2005,28.06909927,2005-01-01,69.5252584247083,6.95000719569097,,17.5504100882977,both,UZB,L,False
2443,"Venezuela, RB",2005,33.53026316,2005-01-01,60.1273297561422,10.3179138043148,,12.0546430137065,both,VEN,UM,False
2445,"Yemen, Rep.",2005,36.76916417,2005-01-01,76.773285677642,5.59174807563268,11.8112639374949,10.6557236541301,both,YEM,L,False
2450,Angola,2006,30.60394192,2006-01-01,94.6251593320477,11.549999997879,13.3052101780032,14.2596983986268,both,AGO,LM,False
2454,Australia,2006,33.74198914,2006-01-01,41.5594471705758,2.75534610557227,3.55528773727026,24.8198002170901,both,AUS,H,True
2456,Azerbaijan,2006,25.2990803,2006-01-01,105.262399846369,34.5,8.3289248286321,21.5245601775293,both,AZE,LM,False
2458,Bahrain,2006,24.11493554,2006-01-01,147.104181068989,6.46700012199584,2.00746965452849,22.7220137428695,both,BHR,H,False
2459,Bangladesh,2006,10.12689556,2006-01-01,38.1119244325921,6.67190498576788,6.76526117054757,20.5812822204226,both,BGD,L,True
2463,Benin,2006,13.00582298,2006-01-01,39.7746987128551,3.94373882815798,3.78217696540376,10.6866252911723,both,BEN,L,True
2464,Bhutan,2006,36.0533032,2006-01-01,108.157794891125,5.6408052649745,5.00045438022541,35.3197116466932,both,BTN,LM,False
2470,Burundi,2006,36.47367104,2006-01-01,42.4,5.41380714491444,2.74542000214241,12.1,both,BDI,L,False
2475,Chad,2006,13.93197465,2006-01-01,95.9132286345796,0.648262014094513,8.03628897951332,16.88007560274,both,TCD,L,False
2477,China,2006,18.338882,2006-01-01,64.4791912001744,12.7209556654032,1.6494309945586,34.6709698321809,both,CHN,LM,False
2480,"Congo, Dem. Rep.",2006,8.453315379,2006-01-01,47.9632596230374,5.32097956548998,13.0526949745101,12.805238229257,both,COD,L,False
2481,"Congo, Rep.",2006,26.63043233,2006-01-01,125.600762974491,7.98623836334291,6.53784395299604,16.8621251315156,both,COG,LM,False
2483,Croatia,2006,44.89910769,2006-01-01,83.5058793177563,5.0814659040727,3.18982591472949,21.3017307818384,both,HRV,UM,False
2491,Ecuador,2006,21.21267986,2006-01-01,65.8423556166562,4.34113198577639,3.29874846258215,13.4228059054914,both,ECU,LM,False
2492,El Salvador,2006,23.41194155,2006-01-01,73.4555675070266,4.3369986028604,4.03712359429612,15.0139782211003,both,SLV,LM,True
2493,Equatorial Guinea,2006,18.09293865,2006-01-01,118.532782368937,7.70491760658767,4.41589984169561,13.3459710823326,both,GNQ,UM,False
2497,Fiji,2006,25.3960427,2006-01-01,118.048331674709,1.85248387199486,2.49083638787079,13.9249300561429,both,FJI,LM,False
2500,Gabon,2006,21.1348336,2006-01-01,88.6494092562519,-2.80657835569052,-1.4094013660098,18.9814957254344,both,GAB,UM,False
2506,Guatemala,2006,14.16728467,2006-01-01,67.9119237396616,5.35139778711536,6.56085282795382,17.2873418674184,both,GTM,LM,False
2510,Haiti,2006,9.671148742,2006-01-01,37.0570704128996,1.76875060288195,11.3452152244299,10.5340297312419,both,HTI,L,False
2511,Honduras,2006,24.39370363,2006-01-01,133.13183510432,6.56724355177587,5.57775207654298,23.3712091832777,both,HND,LM,False
2512,"Hong Kong SAR, China",2006,14.83977562,2006-01-01,359.208661184248,7.0326067617255,2.00025160397534,19.7359099771111,both,HKG,H,True
2526,"Korea, Rep.",2006,19.46106882,2006-01-01,70.6518735304194,5.26432659466724,2.24234028518921,25.4239577009382,both,KOR,H,True
2530,Lebanon,2006,36.13304481,2006-01-01,91.0693970298409,1.54951500083213,,19.2016079283344,both,LBN,UM,True
2533,Madagascar,2006,18.47382833,2006-01-01,62.1028389370244,5.3985084485368,10.7656371554865,11.4889056124248,both,MDG,L,True
